"Sujeito";"Predicado";"Objeto"
"/index.php/Aegon_Frey_(Bloodborn)";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aegon_Frey_(Bloodborn)";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aegon_Frey_(Bloodborn)";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aegon_Frey_(Bloodborn)";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aegon_Frey_(Bloodborn)";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Aegon_Frey_(Bloodborn)";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Aegon_Frey_(Bloodborn)";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Aegon_Frey_(Bloodborn)";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Aegon_Frey_(Bloodborn)";"nameIs";"Aegon Frey (Bloodborn)"
"/index.php/Aegon_I_Targaryen";"reigned";"1AC 37AC"
"/index.php/Aegon_I_Targaryen";"Coronation";"1AC"
"/index.php/Aegon_I_Targaryen";"fullNameIs";"Aegon Targaryen First of His Name"
"/index.php/Aegon_I_Targaryen";"hasAlias";"Aegon the Conqueror"
"/index.php/Aegon_I_Targaryen";"hasAlias";"Aegon the Dragon"
"/index.php/Aegon_I_Targaryen";"hasAlias";"Aegon the Dragonlord"
"/index.php/Aegon_I_Targaryen";"otherTitles";"/index.php/Seven_Kingdoms"
"/index.php/Aegon_I_Targaryen";"otherTitles";"Lord of Dragonstone"
"/index.php/Aegon_I_Targaryen";"otherTitles";"King of the Seven Kingdoms"
"/index.php/Aegon_I_Targaryen";"bornIn";"/index.php/Years_before_Aegon%27s_Landing"
"/index.php/Aegon_I_Targaryen";"bornIn";"/index.php/Dragonstone"
"/index.php/Aegon_I_Targaryen";"bornIn";"27 BC, at Dragonstone"
"/index.php/Aegon_I_Targaryen";"diedIn";"/index.php/Dragonstone"
"/index.php/Aegon_I_Targaryen";"diedIn";"37AC, at Dragonstone"
"/index.php/Aegon_I_Targaryen";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Aegon_I_Targaryen";"belongsToRoyalHouse";"House Targaryen"
"/index.php/Aegon_I_Targaryen";"predecessorIs";"none"
"/index.php/Aegon_I_Targaryen";"heirIs";"/index.php/Aenys_I_Targaryen"
"/index.php/Aegon_I_Targaryen";"heirIs";"Aenys Targaryen"
"/index.php/Aegon_I_Targaryen";"sucessorIs";"/index.php/Aenys_I_Targaryen"
"/index.php/Aegon_I_Targaryen";"sucessorIs";"Aenys I Targaryen"
"/index.php/Aegon_I_Targaryen";"queenIs";"/index.php/Visenya_Targaryen"
"/index.php/Aegon_I_Targaryen";"queenIs";"/index.php/Rhaenys_Targaryen"
"/index.php/Aegon_I_Targaryen";"queenIs";"Visenya Targaryen"
"/index.php/Aegon_I_Targaryen";"queenIs";"Rhaenys Targaryen"
"/index.php/Aegon_I_Targaryen";"hasIssue";"/index.php/Aenys_I_Targaryen"
"/index.php/Aegon_I_Targaryen";"hasIssue";"/index.php/Maegor_I_Targaryen"
"/index.php/Aegon_I_Targaryen";"hasIssue";"Aenys I Targaryen"
"/index.php/Aegon_I_Targaryen";"hasIssue";"Maegor I Targaryen"
"/index.php/Aegon_I_Targaryen";"father";"/index.php/Aerion_Targaryen_(son_of_Daemion)"
"/index.php/Aegon_I_Targaryen";"father";"Aerion Targaryen"
"/index.php/Aegon_I_Targaryen";"motherIs";"/index.php/Valaena_Velaryon"
"/index.php/Aegon_I_Targaryen";"motherIs";"Valaena Velaryon"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/The_Princess_and_the_Queen"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aegon_I_Targaryen";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aegon_I_Targaryen";"appearsIn";"The Princess and the Queen (Mentioned)"
"/index.php/Aegon_I_Targaryen";"appearsIn";"The Hedge Knight (Mentioned)"
"/index.php/Aegon_I_Targaryen";"appearsIn";"The Sworn Sword (Mentioned)"
"/index.php/Aegon_I_Targaryen";"appearsIn";"The Mystery Knight (Mentioned)"
"/index.php/Aegon_I_Targaryen";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Aegon_I_Targaryen";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Aegon_I_Targaryen";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Aegon_I_Targaryen";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Aegon_I_Targaryen";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Aegon_I_Targaryen";"nameIs";"Aegon I Targaryen"
"/index.php/Aegon_II_Targaryen";"reigned";"129AC - 131AC"
"/index.php/Aegon_II_Targaryen";"fullNameIs";"/index.php/Aegon_II"
"/index.php/Aegon_II_Targaryen";"fullNameIs";"Aegon II Targaryen Second of His Name"
"/index.php/Aegon_II_Targaryen";"hasAlias";"Aegon the Elder"
"/index.php/Aegon_II_Targaryen";"hasAlias";"Aegon the Usurper"
"/index.php/Aegon_II_Targaryen";"otherTitles";"/index.php/Seven_Kingdoms"
"/index.php/Aegon_II_Targaryen";"otherTitles";"King of the Seven Kingdoms"
"/index.php/Aegon_II_Targaryen";"bornIn";"/index.php/King%27s_Landing"
"/index.php/Aegon_II_Targaryen";"bornIn";"107AC, at King's Landing"
"/index.php/Aegon_II_Targaryen";"diedIn";"/index.php/King%27s_Landing"
"/index.php/Aegon_II_Targaryen";"diedIn";"131AC, at King's Landing"
"/index.php/Aegon_II_Targaryen";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Aegon_II_Targaryen";"belongsToRoyalHouse";"House Targaryen"
"/index.php/Aegon_II_Targaryen";"predecessorIs";"/index.php/Viserys_I_Targaryen"
"/index.php/Aegon_II_Targaryen";"predecessorIs";"Viserys I Targaryen"
"/index.php/Aegon_II_Targaryen";"sucessorIs";"/index.php/Aegon_III_Targaryen"
"/index.php/Aegon_II_Targaryen";"sucessorIs";"Aegon III Targaryen"
"/index.php/Aegon_II_Targaryen";"queenIs";"/index.php/Helaena_Targaryen"
"/index.php/Aegon_II_Targaryen";"queenIs";"Helaena Targaryen"
"/index.php/Aegon_II_Targaryen";"hasIssue";"/index.php/Jaehaerys_Targaryen_(son_of_Aegon_II)"
"/index.php/Aegon_II_Targaryen";"hasIssue";"/index.php/Jaehaera_Targaryen"
"/index.php/Aegon_II_Targaryen";"hasIssue";"/index.php/Maelor_Targaryen"
"/index.php/Aegon_II_Targaryen";"hasIssue";"Jaehaerys Targaryen"
"/index.php/Aegon_II_Targaryen";"hasIssue";"Jaehaera Targaryen"
"/index.php/Aegon_II_Targaryen";"hasIssue";"Maelor Targaryen"
"/index.php/Aegon_II_Targaryen";"father";"/index.php/Viserys_I_Targaryen"
"/index.php/Aegon_II_Targaryen";"father";"Viserys I Targaryen"
"/index.php/Aegon_II_Targaryen";"motherIs";"/index.php/Alicent_Hightower"
"/index.php/Aegon_II_Targaryen";"motherIs";"Alicent Hightower"
"/index.php/Aegon_II_Targaryen";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Aegon_II_Targaryen";"appearsIn";"/index.php/The_Princess_and_the_Queen"
"/index.php/Aegon_II_Targaryen";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aegon_II_Targaryen";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aegon_II_Targaryen";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aegon_II_Targaryen";"appearsIn";"The Rogue Prince (Appears)"
"/index.php/Aegon_II_Targaryen";"appearsIn";"The Princess and the Queen (Appears)"
"/index.php/Aegon_II_Targaryen";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Aegon_II_Targaryen";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Aegon_II_Targaryen";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Aegon_II_Targaryen";"nameIs";"Aegon II Targaryen"
"/index.php/Aegon_III_Targaryen";"reigned";"131AC - 157AC"
"/index.php/Aegon_III_Targaryen";"fullNameIs";"Aegon of House Targaryen, the Third of His Name"
"/index.php/Aegon_III_Targaryen";"hasAlias";"Aegon the Younger"
"/index.php/Aegon_III_Targaryen";"hasAlias";"Aegon the Dragonbane"
"/index.php/Aegon_III_Targaryen";"hasAlias";"Aegon the Unlucky"
"/index.php/Aegon_III_Targaryen";"otherTitles";"King of the Andals, the Rhoynar, and the First Men"
"/index.php/Aegon_III_Targaryen";"otherTitles";"Lord of the Seven Kingdoms"
"/index.php/Aegon_III_Targaryen";"otherTitles";"Protector of the Realm"
"/index.php/Aegon_III_Targaryen";"bornIn";"/index.php/Dragonstone"
"/index.php/Aegon_III_Targaryen";"bornIn";"120AC, at Dragonstone"
"/index.php/Aegon_III_Targaryen";"diedIn";"/index.php/King%27s_Landing"
"/index.php/Aegon_III_Targaryen";"diedIn";"157AC, at King's Landing"
"/index.php/Aegon_III_Targaryen";"Culture";"/index.php/Valyria"
"/index.php/Aegon_III_Targaryen";"Culture";"Valyrian"
"/index.php/Aegon_III_Targaryen";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Aegon_III_Targaryen";"belongsToRoyalHouse";"House Targaryen"
"/index.php/Aegon_III_Targaryen";"predecessorIs";"/index.php/Aegon_II_Targaryen"
"/index.php/Aegon_III_Targaryen";"predecessorIs";"Aegon II Targaryen"
"/index.php/Aegon_III_Targaryen";"heirIs";"/index.php/Daeron_I_Targaryen"
"/index.php/Aegon_III_Targaryen";"heirIs";"Daeron I Targaryen"
"/index.php/Aegon_III_Targaryen";"sucessorIs";"/index.php/Daeron_I_Targaryen"
"/index.php/Aegon_III_Targaryen";"sucessorIs";"Daeron I Targaryen"
"/index.php/Aegon_III_Targaryen";"queenIs";"/index.php/Jaehaera_Targaryen"
"/index.php/Aegon_III_Targaryen";"queenIs";"/index.php/Daenaera_Velaryon"
"/index.php/Aegon_III_Targaryen";"queenIs";"1st: Jaehaera Targaryen"
"/index.php/Aegon_III_Targaryen";"queenIs";"2nd: Daenaera Velaryon"
"/index.php/Aegon_III_Targaryen";"hasIssue";"/index.php/Daeron_I_Targaryen"
"/index.php/Aegon_III_Targaryen";"hasIssue";"/index.php/Baelor_I_Targaryen"
"/index.php/Aegon_III_Targaryen";"hasIssue";"/index.php/Daena_Targaryen"
"/index.php/Aegon_III_Targaryen";"hasIssue";"/index.php/Rhaena_Targaryen_(daughter_of_Aegon_III)"
"/index.php/Aegon_III_Targaryen";"hasIssue";"/index.php/Elaena_Targaryen"
"/index.php/Aegon_III_Targaryen";"hasIssue";"Daeron I Targaryen"
"/index.php/Aegon_III_Targaryen";"hasIssue";"Baelor I Targaryen"
"/index.php/Aegon_III_Targaryen";"hasIssue";"Daena the Defiant Targaryen"
"/index.php/Aegon_III_Targaryen";"hasIssue";"Rhaena Targaryen"
"/index.php/Aegon_III_Targaryen";"hasIssue";"Elaena Targaryen"
"/index.php/Aegon_III_Targaryen";"father";"/index.php/Daemon_Targaryen"
"/index.php/Aegon_III_Targaryen";"father";"Daemon Targaryen"
"/index.php/Aegon_III_Targaryen";"motherIs";"/index.php/Rhaenyra_Targaryen"
"/index.php/Aegon_III_Targaryen";"motherIs";"Rhaenyra Targaryen"
"/index.php/Aegon_III_Targaryen";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Aegon_III_Targaryen";"appearsIn";"/index.php/The_Princess_and_the_Queen"
"/index.php/Aegon_III_Targaryen";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Aegon_III_Targaryen";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aegon_III_Targaryen";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aegon_III_Targaryen";"appearsIn";"The Rogue Prince (Appears)"
"/index.php/Aegon_III_Targaryen";"appearsIn";"The Princess and the Queen (Appears)"
"/index.php/Aegon_III_Targaryen";"appearsIn";"The Hedge Knight (Mentioned)"
"/index.php/Aegon_III_Targaryen";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Aegon_III_Targaryen";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Aegon_III_Targaryen";"nameIs";"Aegon III Targaryen"
"/index.php/Aegon_IV_Targaryen";"reigned";"172AC - 184AC"
"/index.php/Aegon_IV_Targaryen";"fullNameIs";"Aegon Targaryen Fourth of His Name"
"/index.php/Aegon_IV_Targaryen";"hasAlias";"Aegon the Unworthy"
"/index.php/Aegon_IV_Targaryen";"otherTitles";"/index.php/Seven_Kingdoms"
"/index.php/Aegon_IV_Targaryen";"otherTitles";"King of the Seven Kingdoms"
"/index.php/Aegon_IV_Targaryen";"bornIn";"/index.php/King%27s_Landing"
"/index.php/Aegon_IV_Targaryen";"bornIn";"or between 135AC and 143AC, at King's Landing"
"/index.php/Aegon_IV_Targaryen";"diedIn";"/index.php/King%27s_Landing"
"/index.php/Aegon_IV_Targaryen";"diedIn";"184AC, at King's Landing"
"/index.php/Aegon_IV_Targaryen";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Aegon_IV_Targaryen";"belongsToRoyalHouse";"House Targaryen"
"/index.php/Aegon_IV_Targaryen";"predecessorIs";"/index.php/Viserys_II_Targaryen"
"/index.php/Aegon_IV_Targaryen";"predecessorIs";"Viserys II Targaryen"
"/index.php/Aegon_IV_Targaryen";"heirIs";"/index.php/Daeron_II_Targaryen"
"/index.php/Aegon_IV_Targaryen";"heirIs";"Daeron II Targaryen"
"/index.php/Aegon_IV_Targaryen";"sucessorIs";"/index.php/Daeron_II_Targaryen"
"/index.php/Aegon_IV_Targaryen";"sucessorIs";"Daeron II Targaryen"
"/index.php/Aegon_IV_Targaryen";"queenIs";"/index.php/Naerys_Targaryen"
"/index.php/Aegon_IV_Targaryen";"queenIs";"Naerys Targaryen"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"/index.php/Daeron_II_Targaryen"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"/index.php/Daemon_Blackfyre"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"/index.php/Aegor_Rivers"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"/index.php/Shiera_Seastar"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"/index.php/Brynden_Rivers"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"Daeron II Targaryen"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"Daenerys Targaryen"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"Daemon Blackfyre"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"Aegor Bittersteel Rivers"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"Shiera Seastar"
"/index.php/Aegon_IV_Targaryen";"hasIssue";"Brynden Bloodraven Rivers"
"/index.php/Aegon_IV_Targaryen";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Aegon_IV_Targaryen";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Aegon_IV_Targaryen";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aegon_IV_Targaryen";"appearsIn";"The Hedge Knight (Mentioned)"
"/index.php/Aegon_IV_Targaryen";"appearsIn";"The Mystery Knight (Mentioned)"
"/index.php/Aegon_IV_Targaryen";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Aegon_IV_Targaryen";"nameIs";"Aegon IV Targaryen"
"/index.php/Aegon_V_Targaryen";"reigned";"233AC - 259AC"
"/index.php/Aegon_V_Targaryen";"fullNameIs";"Aegon Targaryen Fifth of His Name"
"/index.php/Aegon_V_Targaryen";"hasAlias";"Aegon the Unlikely"
"/index.php/Aegon_V_Targaryen";"hasAlias";"Aegon the Fortunate"
"/index.php/Aegon_V_Targaryen";"hasAlias";"Egg"
"/index.php/Aegon_V_Targaryen";"otherTitles";"/index.php/Seven_Kingdoms"
"/index.php/Aegon_V_Targaryen";"otherTitles";"King of Andals, the Rhoynar and the First Men"
"/index.php/Aegon_V_Targaryen";"otherTitles";"Lord of the Seven Kingdoms"
"/index.php/Aegon_V_Targaryen";"otherTitles";"Protector of the Realm"
"/index.php/Aegon_V_Targaryen";"bornIn";"/index.php/King%27s_Landing"
"/index.php/Aegon_V_Targaryen";"bornIn";"200AC or 201AC, at King's Landing"
"/index.php/Aegon_V_Targaryen";"diedIn";"/index.php/Tragedy_at_Summerhall"
"/index.php/Aegon_V_Targaryen";"diedIn";"259AC, at Summerhall"
"/index.php/Aegon_V_Targaryen";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Aegon_V_Targaryen";"belongsToRoyalHouse";"House Targaryen"
"/index.php/Aegon_V_Targaryen";"predecessorIs";"/index.php/Maekar_I_Targaryen"
"/index.php/Aegon_V_Targaryen";"predecessorIs";"Maekar I Targaryen"
"/index.php/Aegon_V_Targaryen";"heirIs";"/index.php/Duncan_Targaryen"
"/index.php/Aegon_V_Targaryen";"heirIs";"/index.php/Jaehaerys_II_Targaryen"
"/index.php/Aegon_V_Targaryen";"heirIs";"1st: Duncan Targaryen (renounced rights)"
"/index.php/Aegon_V_Targaryen";"heirIs";"2nd: Jaehaerys Targaryen"
"/index.php/Aegon_V_Targaryen";"sucessorIs";"/index.php/Jaehaerys_II_Targaryen"
"/index.php/Aegon_V_Targaryen";"sucessorIs";"Jaehaerys II Targaryen"
"/index.php/Aegon_V_Targaryen";"hasIssue";"/index.php/Duncan_Targaryen"
"/index.php/Aegon_V_Targaryen";"hasIssue";"/index.php/Jaehaerys_II_Targaryen"
"/index.php/Aegon_V_Targaryen";"hasIssue";"/index.php/Rhaelle_Targaryen"
"/index.php/Aegon_V_Targaryen";"hasIssue";"Duncan Targaryen"
"/index.php/Aegon_V_Targaryen";"hasIssue";"Jaehaerys II Targaryen"
"/index.php/Aegon_V_Targaryen";"hasIssue";"Unknown son"
"/index.php/Aegon_V_Targaryen";"hasIssue";"Rhaelle Targaryen"
"/index.php/Aegon_V_Targaryen";"father";"/index.php/Maekar_I_Targaryen"
"/index.php/Aegon_V_Targaryen";"father";"Maekar I Targaryen"
"/index.php/Aegon_V_Targaryen";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Aegon_V_Targaryen";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aegon_V_Targaryen";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Aegon_V_Targaryen";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aegon_V_Targaryen";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aegon_V_Targaryen";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aegon_V_Targaryen";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aegon_V_Targaryen";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aegon_V_Targaryen";"appearsIn";"The Hedge Knight (Appears)"
